EventType,Timestamp,DeviceID,User  ID,Details,Value
211,ЗажеваннаяКупюра,2023-10-01 18:42:13,Банкомат58,Пользователь53,Купюра зажевана в Банкомат58,100
212,СнятиеНаличными,2023-10-01 18:46:26,Банкомат14,Пользователь39,Пользователь Пользователь39 снял 999 рублей с Банкомат14,999
213,ОбновлениеБезопасности,2023-10-01 18:48:29,Банкомат27,Пользователь84,Обновление систем безопасности в Банкомат27,Успешно
214,ПроверкаБаланс,2023-10-01 18:49:48,Банкомат89,Пользователь67,Проверка баланса пользователем Пользователь67 в Банкомат89,4945
215,ЗавершениеТранзакции,2023-10-01 18:52:44,Банкомат49,Пользователь9,Транзакция завершена в Банкомат49,Не удалось
216,ПроверкаЖесткогоДиска,2023-10-01 18:53:26,Банкомат88,Пользователь34,Проверка жесткого диска в Банкомат88,29
217,ОшибкаПриемаКупюр,2023-10-01 18:54:35,Банкомат6,Пользователь37,Ошибка приема купюр в Банкомат6,Купюра повреждена
218,ПроверкаЭнергоснабжения,2023-10-01 18:57:07,Банкомат90,Пользователь10,Проверка состояния энергоснабжения в Банкомат90,Энергоснабжение в порядке
219,ПерезагрузкаУстройства,2023-10-01 18:58:51,Банкомат28,Пользователь57,Устройство Банкомат28 перезагружено,
220,ЗагрузкаПроцессораВысокая,2023-10-01 19:02:45,Банкомат29,Пользователь87,Высокая загрузка процессора в Банкомат29,94
221,ОшибкаВыдачиНаличности,2023-10-01 19:07:09,Банкомат9,Пользователь56,Ошибка выдачи наличности в Банкомат9,Купюры отсутствуют
222,ПерезагрузкаУстройства,2023-10-01 19:07:23,Банкомат66,Пользователь22,Устройство Банкомат66 перезагружено,
223,ОшибкаОбновления,2023-10-01 19:11:08,Банкомат17,Пользователь4,Ошибка обновления в Банкомат17,Ошибка совместимости
224,ЗагрузкаПроцессораВысокая,2023-10-01 19:15:03,Банкомат59,Пользователь61,Высокая загрузка процессора в Банкомат59,82
225,ОшибкаСети,2023-10-01 19:19:17,Банкомат11,Пользователь31,Ошибка сети в Банкомат11,Потеря пакетов
